location;new_cases_smoothed;new_deaths_smoothed;reproduction_rate;positive_rate;people_fully_vaccinated_per_hundred;stringency_index
Singapore;1.742.429;0.714;0.74;;90.52;17.59
Singapore;1.559.714;0.429;0.74;;90.52;17.59
Singapore;1.919.429;0.571;0.75;;90.53;17.59
Singapore;1.888.857;0.429;0.75;;90.53;17.59
Singapore;1.785.571;0.286;0.74;;90.54;17.59
Singapore;1.714.714;0.143;0.75;;90.54;17.59
Singapore;1.647.143;0.143;0.75;;90.55;17.59
Singapore;1784.0;0.286;0.76;;90.56;17.59
Singapore;1.971.429;0.286;0.77;;90.56;17.59
Singapore;1.476.714;0.286;0.78;;90.57;17.59
Singapore;1.436.571;0.286;0.79;;90.57;17.59
Singapore;1358.0;0.286;0.79;;90.58;17.59
Singapore;1.312.571;0.286;0.81;;90.58;17.59
Singapore;1.268.143;0.286;0.82;;90.59;17.59
Singapore;1.297.714;0.429;0.84;;90.6;17.59
Singapore;1.256.429;0.571;0.86;;90.6;17.59
Singapore;1.217.714;0.429;0.87;;90.6;17.59
Singapore;1.211.857;0.571;0.89;;90.61;17.59
Singapore;1.208.857;0.571;0.89;;90.61;17.59
Singapore;1.205.857;0.571;0.9;;90.61;17.59
Singapore;1.214.286;0.571;0.91;;90.62;17.59
Singapore;1194.0;0.286;0.92;;90.62;17.59
Singapore;1.195.143;0.143;0.93;;90.62;17.59
Singapore;1236.0;0.286;0.93;;90.63;17.59
Singapore;1.230.857;0.143;0.94;;90.63;17.59
Singapore;1.230.857;0.286;0.93;;90.64;17.59
Singapore;1.230.571;0.286;0.92;;90.64;17.59
Singapore;1.216.143;0.286;0.92;;90.65;17.59
Singapore;1.205.714;0.286;0.92;;90.66;17.59
Singapore;1.236.286;0.429;0.92;;90.66;17.59
Singapore;1.185.857;0.286;0.91;;90.67;17.59
Singapore;1.181.286;0.286;0.91;;90.67;17.59
Singapore;1.141.714;0.143;0.89;;90.68;17.59
Singapore;1.105.429;0.143;0.89;;90.68;17.59
Singapore;1.096.571;0.143;0.89;;90.69;17.59
Singapore;960.857;0.286;0.88;;90.7;17.59
Singapore;783.0;0.143;0.88;;90.7;17.59
Singapore;648.714;0.143;0.87;;90.7;17.59
Singapore;1.003.857;0.143;0.86;;90.71;17.59
Singapore;987.286;0.143;0.89;;90.71;17.59
Singapore;935.286;0.143;0.9;;90.72;17.59
Singapore;923.286;0.143;0.89;;90.73;17.59
Singapore;1.069.857;0.0;0.88;;90.74;17.59
Singapore;1.189.143;0.0;0.87;;90.74;
Singapore;1.266.571;0.143;0.87;;90.74;
Singapore;866.0;0.143;;;90.74;
Singapore;742.0;0.143;;;90.74;
Singapore;857.143;0.143;;;90.75;
Singapore;828.571;0.143;;;90.76;
Singapore;801.0;0.286;;;90.77;
Singapore;779.429;0.429;;;90.77;
Singapore;780.0;0.571;;;90.77;
Singapore;779.286;0.714;;;90.78;
Singapore;829.857;0.714;;;90.78;
Singapore;696.0;0.714;;;90.78;
Singapore;640.0;0.714;;;90.79;
Singapore;592.143;0.571;;;90.8;
Singapore;553.714;0.571;;;90.8;
Singapore;519.857;0.286;;;90.8;
Singapore;504.286;0.143;;;90.81;
Singapore;453.286;0.429;;;90.81;
Singapore;426.0;0.429;;;90.81;
Singapore;400.286;0.429;;;90.82;
Singapore;380.571;0.429;;;90.82;
Singapore;359.714;0.286;;;90.82;
Singapore;339.857;0.286;;;;
Singapore;311.571;0.286;;;90.82;
Singapore;250.429;0.0;;;90.82;
Singapore;215.714;0.0;;;90.83;
Singapore;239.143;0.0;;;90.83;
Singapore;247.429;0.143;;;90.84;
Singapore;260.714;0.286;;;90.84;
Singapore;278.714;0.286;;;90.84;
Singapore;306.571;0.286;;;90.85;
Singapore;381.857;0.286;;;;
Singapore;424.857;0.286;;;;
Singapore;420.143;0.286;;;;
Singapore;425.857;0.143;;;;
Singapore;427.429;0.0;;;;
Singapore;427.857;0.0;;;;
Singapore;424.714;0.0;;;;
Singapore;421.714;0.0;;;;
Singapore;422.714;0.0;;;;
Singapore;421.286;0.0;;;;
Singapore;418.571;0.0;;;;
Singapore;411.571;0.0;;;;
Singapore;403.714;0.0;;;;
Singapore;367.857;0.0;;;;
Singapore;277.714;0.0;;;;
Singapore;210.286;0.0;;;;
Singapore;143.857;0.0;;;;
Singapore;81.143;0.0;;;;
Singapore;34.857;0.0;;;;
Singapore;549.857;0.0;;;;
Singapore;549.857;0.0;;;;
Singapore;549.857;0.0;;;;
Singapore;549.857;0.0;;;;
Singapore;549.857;0.0;;;;
Singapore;549.857;0.0;;;;
Singapore;549.857;0.0;;;;
Singapore;638.714;0.0;;;;
Singapore;638.714;0.0;;;;
Singapore;638.714;0.0;;;;
Singapore;638.714;0.0;;;;
Singapore;638.714;0.0;;;;
Singapore;638.714;0.0;;;;
Singapore;638.714;0.0;;;;
Singapore;632.286;0.0;;;;
Singapore;632.286;0.0;;;;
Singapore;632.286;0.0;;;;
Singapore;632.286;0.0;;;;
Singapore;632.286;0.0;;;;
Singapore;632.286;0.0;;;;
Singapore;632.286;0.0;;;;
Singapore;1.478.857;0.0;;;;
Singapore;1.478.857;0.0;;;;
Singapore;1.478.857;0.0;;;;
Singapore;1.478.857;0.0;;;;
Singapore;1.478.857;0.0;;;;
Singapore;1.478.857;0.0;;;;
Singapore;1.478.857;0.0;;;;
Singapore;1.494.857;0.0;;;;
Singapore;1.494.857;0.0;;;;
Singapore;1.494.857;0.0;;;;
Singapore;1.494.857;0.0;;;;
Singapore;1.494.857;0.0;;;;
Singapore;1.494.857;0.0;;;;
Singapore;1.494.857;0.0;;;;
Singapore;2.066.714;0.0;;;;
Singapore;2.066.714;0.0;;;;
Singapore;2.066.714;0.0;;;;
Singapore;2.066.714;0.0;;;;
Singapore;2.066.714;0.0;;;;
Singapore;2.066.714;0.0;;;;
Singapore;2.066.714;0.0;;;;
Singapore;4.058.571;0.0;;;;
Singapore;4.058.571;0.0;;;;
Singapore;4.058.571;0.0;;;;
Singapore;4.058.571;0.0;;;;
Singapore;4.058.571;0.0;;;;
Singapore;4.058.571;0.0;;;;
Singapore;4.058.571;1.714;;;;
Singapore;2.288.286;1.714;;;;
Singapore;2.288.286;1.714;;;;
Singapore;2.288.286;1.714;;;;
Singapore;2.288.286;1.714;;;;
Singapore;2.288.286;1.714;;;;
Singapore;2.288.286;1.714;;;;
Singapore;2.288.286;0.0;;;;
Singapore;3.724.571;0.0;;;;
Singapore;3.724.571;0.0;;;;
Singapore;3.724.571;0.0;;;;
Singapore;3.724.571;0.0;;;;
Singapore;3.724.571;0.0;;;;
Singapore;3.724.571;0.0;;;;
Singapore;3.724.571;0.0;;;;
Singapore;3974.0;0.0;;;;
Singapore;3974.0;0.0;;;;
Singapore;3974.0;0.0;;;;
Singapore;3974.0;0.0;;;;
Singapore;3974.0;0.0;;;;
Singapore;3974.0;0.0;;;;
Singapore;3974.0;0.0;;;;
Singapore;3.345.286;0.0;;;;
Singapore;3.345.286;0.0;;;;
Singapore;3.345.286;0.0;;;;
Singapore;3.345.286;0.0;;;;
Singapore;3.345.286;0.0;;;;
Singapore;3.345.286;0.0;;;;
Singapore;3.345.286;7.714;;;;
Singapore;3232.0;7.714;;;;
Singapore;3232.0;7.714;;;;
Singapore;3232.0;7.714;;;;
Singapore;3232.0;7.714;;;;
Singapore;3232.0;7.714;;;;
Singapore;3232.0;7.714;;;;
Singapore;3232.0;0.0;;;;
Singapore;3.470.857;0.0;;;;
Singapore;3.470.857;0.0;;;;
Singapore;3.470.857;0.0;;;;
Singapore;3.470.857;0.0;;;;
Singapore;3.470.857;0.0;;;;
Singapore;3.470.857;0.0;;;;
Singapore;3.470.857;0.0;;;;
Singapore;2.966.714;0.0;;;;
Singapore;2.966.714;0.0;;;;
Singapore;2.966.714;0.0;;;;
Singapore;2.966.714;0.0;;;;
Singapore;2.966.714;0.0;;;;
Singapore;2.966.714;0.0;;;;
Singapore;2.966.714;0.0;;;;
Singapore;2.121.571;0.0;;;;
Singapore;2.121.571;0.0;;;;
Singapore;2.121.571;0.0;;;;
Singapore;2.121.571;0.0;;;;
Singapore;2.121.571;0.0;;;;
Singapore;2.121.571;0.0;;;;
Singapore;2.121.571;7.571;;;;
Singapore;1.218.714;7.571;;;;
Singapore;1.218.714;7.571;;;;
Singapore;1.218.714;7.571;;;;
Singapore;1.218.714;7.571;;;;
Singapore;1.218.714;7.571;;;;
Singapore;1.218.714;7.571;;;;
Singapore;1.218.714;0.0;;;;
Singapore;1.490.286;0.0;;;;
Singapore;1.490.286;0.0;;;;
Singapore;1.490.286;0.0;;;;
Singapore;1.490.286;0.0;;;;
Singapore;1.490.286;0.0;;;;
Singapore;1.490.286;0.0;;;;
Singapore;1.490.286;0.0;;;;
Singapore;959.571;0.571;;;;
Singapore;959.571;0.571;;;;
Singapore;959.571;0.571;;;;
Singapore;959.571;0.571;;;;
Singapore;959.571;0.571;;;;
Singapore;959.571;0.571;;;;
Singapore;959.571;0.571;;;;
Singapore;1.676.571;3.857;;;;
Singapore;1.676.571;3.857;;;;
Singapore;1.676.571;3.857;;;;
Singapore;1.676.571;3.857;;;;
Singapore;1.676.571;3.857;;;;
Singapore;1.676.571;3.857;;;;
Singapore;1.676.571;3.857;;;;
Singapore;0.0;0.0;;;;
Singapore;614.571;0.0;;;;
Singapore;614.571;0.0;;;;
Singapore;614.571;0.0;;;;
Singapore;614.571;0.0;;;;
Singapore;614.571;0.0;;;;
Singapore;614.571;0.0;;;;
Singapore;1.835.143;0.0;;;;
Singapore;1.220.571;0.0;;;;
Singapore;1.220.571;0.0;;;;
Singapore;1.220.571;0.0;;;;
Singapore;1.220.571;0.0;;;;
Singapore;1.220.571;0.0;;;;
Singapore;1.220.571;0.0;;;;
Singapore;804.571;0.0;;;;
Singapore;804.571;0.0;;;;
Singapore;804.571;0.0;;;;
Singapore;804.571;0.0;;;;
Singapore;804.571;0.0;;;;
Singapore;804.571;0.0;;;;
Singapore;804.571;0.0;;;;
Singapore;676.857;0.0;;;;
Singapore;676.857;0.0;;;;
Singapore;676.857;0.0;;;;
Singapore;676.857;0.0;;;;
Singapore;676.857;0.0;;;;
Singapore;676.857;0.0;;;;
Singapore;676.857;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;497.857;0.0;;;;
Singapore;497.857;0.0;;;;
Singapore;497.857;0.0;;;;
Singapore;497.857;0.0;;;;
Singapore;497.857;0.0;;;;
Singapore;497.857;0.0;;;;
Singapore;497.857;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;707.286;0.0;;;;
Singapore;1.006.429;0.0;;;;
Singapore;1.006.429;0.0;;;;
Singapore;1.006.429;0.0;;;;
Singapore;1.006.429;0.0;;;;
Singapore;1.006.429;0.0;;;;
Singapore;1.006.429;0.0;;;;
Singapore;1.006.429;0.0;;;;
Singapore;950.0;0.0;;;;
Singapore;950.0;0.0;;;;
Singapore;950.0;0.0;;;;
Singapore;950.0;0.0;;;;
Singapore;950.0;0.0;;;;
Singapore;950.0;0.0;;;;
Singapore;950.0;0.0;;;;
Singapore;613.571;0.0;;;;
Singapore;613.571;0.0;;;;
Singapore;613.571;0.0;;;;
Singapore;613.571;0.0;;;;
Singapore;613.571;0.0;;;;
Singapore;613.571;0.0;;;;
Singapore;613.571;0.0;;;;
Singapore;1.035.429;0.0;;;;
Singapore;1.035.429;0.0;;;;
Singapore;1.035.429;0.0;;;;
Singapore;1.035.429;0.0;;;;
Singapore;1.035.429;0.0;;;;
Singapore;1.035.429;0.0;;;;
Singapore;1.035.429;0.0;;;;
Singapore;914.429;0.0;;;;
Singapore;914.429;0.0;;;;
Singapore;914.429;0.0;;;;
Singapore;914.429;0.0;;;;
Singapore;914.429;0.0;;;;
Singapore;914.429;0.0;;;;
Singapore;914.429;0.0;;;;
Singapore;0.0;0.0;;;;
Singapore;0.0;0.0;;;;
Singapore;0.0;0.0;;;;
